City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,tiksi,71.6872,128.8694,-16.4,99,100,3.89,RU,1643600561
271,uvalde,29.3669,-99.767,58.15,37,100,8.05,US,1643600564
272,tiznit,29.5833,-9.5,61.39,35,89,13.89,MA,1643600566
273,san jose,37.3394,-121.895,54.28,79,20,5.75,US,1643600418
274,srandakan,-7.9386,110.2506,85.62,68,95,8.34,ID,1643600571
275,kristiansund,63.1115,7.732,29.05,86,100,4.61,NO,1643600573
276,sulangan,11.1373,123.7228,82.09,73,16,10.98,PH,1643600575
277,sisimiut,66.9395,-53.6735,0.66,74,89,12.01,GL,1643600577
278,noumea,-22.2763,166.4572,82.38,76,83,6.87,NC,1643600301
279,olafsvik,64.8945,-23.7142,26.46,55,100,20.02,IS,1643600571
280,leshukonskoye,64.8989,45.7622,8.44,96,100,5.03,RU,1643600586
281,lingdong,46.5669,131.1453,10.51,72,38,6.67,CN,1643600588
282,harper,4.375,-7.7169,77.58,86,47,2.19,LR,1643600591
283,puerto madero,14.7208,-92.4215,77.27,66,3,2.35,MX,1643600593
284,svetlyy,54.675,20.1347,35.65,75,94,20.15,RU,1643600595
285,oranjemund,-28.55,16.4333,65.28,90,98,4.99,NA,1643600598
286,nushki,29.5542,66.0215,54.59,43,5,0.49,PK,1643600600
287,caxias,38.7031,-9.2767,55.96,46,0,1.99,PT,1643600602
288,abu samrah,35.3029,37.1841,41.52,74,100,2.91,SY,1643600605
289,singaraja,-8.112,115.0882,86.97,70,100,6.69,ID,1643600607
290,swellendam,-34.0226,20.4417,70.12,84,84,5.95,ZA,1643600611
291,vrangel,42.7297,133.0839,19.98,43,4,9.69,RU,1643600614
292,vao,-22.6667,167.4833,79.66,80,75,4.47,NC,1643600616
293,atar,20.5169,-13.0499,76.15,13,100,7.29,MR,1643600618
294,isangel,-19.55,169.2667,86.11,84,75,4.61,VU,1643600621
295,danes,46.2167,24.7,34.66,93,91,15.64,RO,1643600623
296,pangnirtung,66.1451,-65.7125,-21.24,86,87,6.15,CA,1643600625
297,baker city,44.7749,-117.8344,25.83,87,0,6.91,US,1643600627
298,nuuk,64.1835,-51.7216,3.29,75,100,13.89,GL,1643600630
299,kuala terengganu,5.3302,103.1408,82.35,78,20,1.14,MY,1643600632
300,vasai,19.47,72.8,75.29,31,0,5.88,IN,1643600634
301,gushikawa,26.3544,127.8686,60.03,60,100,11.5,JP,1643600637
302,sitka,57.0531,-135.33,33.69,80,20,0.0,US,1643600639
303,kushiro,42.975,144.3747,20.35,49,20,5.75,JP,1643600641
304,saint-georges,12.0564,-61.7485,78.48,78,40,13.8,GD,1643600644
305,fairbanks,64.8378,-147.7164,-17.39,74,0,0.0,US,1643600519
306,dillon,34.4166,-79.3712,40.01,70,4,8.19,US,1643600648
307,shingu,33.7333,135.9833,49.19,31,3,2.82,JP,1643600650
308,goderich,43.7501,-81.7165,23.92,73,95,6.91,CA,1643600593
309,bonthe,7.5264,-12.505,74.79,92,1,1.57,SL,1643600655
310,eureka,40.8021,-124.1637,50.25,85,100,5.35,US,1643600510
311,san cristobal,7.7669,-72.225,66.38,90,64,2.53,VE,1643600659
312,vikindu,-7.0067,39.2985,78.44,83,20,5.75,TZ,1643600661
313,porbandar,21.6422,69.6093,64.38,82,0,6.91,IN,1643600664
314,clearwater,27.9659,-82.8001,50.92,68,0,3.0,US,1643600647
315,mayo,38.8876,-76.5119,30.24,67,100,3.0,US,1643600670
316,sydney mines,46.2367,-60.2177,25.09,77,75,4.0,CA,1643600672
317,laviana,43.2333,-5.5333,47.3,85,5,2.71,ES,1643600675
318,sao filipe,14.8961,-24.4956,71.28,73,100,11.16,CV,1643600677
319,cocachacra,-17.0883,-71.7575,68.77,79,51,3.22,PE,1643600680
320,taoudenni,22.6783,-3.9836,66.27,14,79,13.58,ML,1643600405
321,bitung,1.4451,125.1824,90.45,65,55,15.08,ID,1643600686
322,thompson,55.7435,-97.8558,-3.84,84,20,3.44,CA,1643600672
323,iqaluit,63.7506,-68.5145,-23.31,74,0,5.99,CA,1643600690
324,tamandare,-8.7597,-35.1047,77.92,80,49,5.5,BR,1643600503
325,dingle,10.9995,122.6711,85.33,67,26,10.07,PH,1643600695
326,codrington,-38.2667,141.9667,75.92,65,3,13.96,AU,1643600697
327,krasnoarmeysk,51.0239,45.6969,23.16,98,100,10.69,RU,1643600699
328,thai nguyen,21.5928,105.8442,55.18,85,100,5.79,VN,1643600704
329,jardim,-21.4803,-56.1381,72.95,95,0,6.53,BR,1643600706
330,port lincoln,-34.7333,135.8667,74.79,65,15,6.08,AU,1643600708
331,union de tula,19.9667,-104.2667,61.48,63,5,3.04,MX,1643600710
332,ukiah,39.1502,-123.2078,55.29,66,0,10.36,US,1643600713
333,kitimat,54.0524,-128.6534,35.98,98,100,2.95,CA,1643600486
334,den helder,52.9599,4.7593,45.07,78,75,28.99,NL,1643600717
335,lakatoro,-16.0999,167.4164,84.11,76,100,10.96,VU,1643600719
336,le vauclin,14.5452,-60.8388,74.84,88,75,4.61,MQ,1643600722
337,ostrovnoy,68.0531,39.5131,5.99,96,84,8.84,RU,1643600724
338,chernelytsya,48.8121,25.4248,36.48,79,98,26.28,UA,1643600728
339,zhicheng,30.2956,111.5047,47.64,59,57,3.62,CN,1643600731
340,praia da vitoria,38.7333,-27.0667,59.25,82,75,22.57,PT,1643600735
341,souillac,-20.5167,57.5167,81.36,94,75,9.22,MU,1643600702
342,polunochnoye,60.8697,60.4153,-8.9,100,99,2.91,RU,1643600741
343,qaqortoq,60.7167,-46.0333,20.73,73,100,20.69,GL,1643600744
344,bourail,-21.5667,165.4833,83.62,67,98,7.67,NC,1643600746
345,kamogawa,35.1,140.1,48.25,34,92,10.18,JP,1643600748
346,beringovskiy,63.05,179.3167,-3.75,95,100,10.38,RU,1643600692
347,west wendover,40.7391,-114.0733,30.96,39,9,1.36,US,1643600753
348,surt,31.2089,16.5887,55.4,76,93,18.59,LY,1643600732
349,nabinagar,23.8917,90.9733,66.27,44,0,3.56,BD,1643600757
350,zhangjiakou,40.81,114.8794,15.48,47,64,17.87,CN,1643600759
351,kavaratti,10.5669,72.642,81.34,73,1,9.53,IN,1643600764
352,itarema,-2.9248,-39.9167,78.03,84,99,10.69,BR,1643600653
353,cintalapa,16.6951,-93.7272,57.34,97,27,3.2,MX,1643600768
354,marzuq,14.4,46.4667,60.6,67,52,3.44,YE,1643600773
355,kodiak,57.79,-152.4072,24.31,74,0,11.5,US,1643600775
356,nome,64.5011,-165.4064,-9.33,77,0,0.0,US,1643600779
357,inongo,-1.95,18.2667,72.03,68,94,5.57,CD,1643600786
358,waingapu,-9.6567,120.2641,86.77,61,100,17.07,ID,1643600788
359,kushmurun,52.4503,64.6311,25.21,92,98,14.94,KZ,1643600790
360,oranjestad,12.524,-70.027,78.75,73,20,6.91,AW,1643600766
361,bandarbeyla,9.4942,50.8122,75.34,80,100,15.48,SO,1643600795
362,calabozo,8.9242,-67.4293,77.59,53,50,7.92,VE,1643600797
363,houma,29.5958,-90.7195,53.6,88,3,1.99,US,1643600637
364,krasnoselkup,65.7,82.4667,2.61,95,100,10.42,RU,1643600699
365,virginia beach,36.8529,-75.978,34.02,68,100,5.75,US,1643600776
366,hals,56.9961,10.3081,33.62,90,100,8.52,DK,1643600806
367,tombouctou,20.0,-3.0,66.54,17,14,11.65,ML,1643600808
368,guerrero negro,27.9769,-114.0611,60.12,69,60,10.65,MX,1643600810
369,mehamn,71.0357,27.8492,28.35,80,0,8.05,NO,1643600815
370,eldorado,-23.7869,-54.2836,77.09,88,0,4.43,BR,1643600817
371,lexington,37.9887,-84.4777,33.12,71,0,4.61,US,1643600691
372,nemuro,43.3236,145.575,19.83,50,15,15.21,JP,1643600821
373,coxim,-18.5067,-54.76,71.8,97,81,3.24,BR,1643600824
374,kharan,28.5833,65.4167,58.78,37,0,5.23,PK,1643600687
375,pinotepa nacional,16.3167,-98.0167,72.0,89,24,2.48,MX,1643600828
376,namatanai,-3.6667,152.4333,84.49,71,96,4.94,PG,1643600830
377,biltine,14.5333,20.9167,58.17,17,3,12.82,TD,1643600833
378,champerico,14.3,-91.9167,78.21,71,12,5.1,GT,1643600835
379,otane,-39.8833,176.6333,78.39,51,7,11.05,NZ,1643600563
380,dholka,22.7167,72.4667,62.98,46,0,3.11,IN,1643600840
381,berezovyy,51.6667,135.7,13.95,78,82,2.13,RU,1643600842
382,butterworth,5.3991,100.3638,87.84,72,20,3.0,MY,1643600844
383,kifri,34.6959,44.9661,43.84,63,0,4.94,IQ,1643600846
384,ternova,50.1849,36.6757,31.78,95,100,16.55,UA,1643600849
385,antofagasta,-23.65,-70.4,65.48,83,56,3.44,CL,1643600851
386,campbell river,50.0163,-125.2446,39.92,93,40,6.91,CA,1643600773
387,tretten,61.3142,10.3007,11.84,91,69,3.71,NO,1643600855
388,smirnykh,49.75,142.8333,13.59,70,100,9.84,RU,1643600858
389,kosai,34.7105,137.5316,51.93,28,0,21.39,JP,1643600860
390,jutai,-5.1833,-68.9,74.19,94,100,2.37,BR,1643600862
391,sinnamary,5.3833,-52.95,75.99,87,78,11.07,GF,1643600864
392,palmer,42.1584,-72.3287,13.37,72,75,3.44,US,1643600867
393,mamallapuram,12.6264,80.1722,81.05,73,25,4.16,IN,1643600869
394,sakakah,29.9697,40.2064,51.37,47,100,13.47,SA,1643600871
395,makakilo city,21.3469,-158.0858,77.32,58,0,8.05,US,1643600874
396,camacha,33.0833,-16.3333,61.56,82,20,19.57,PT,1643600876
397,airai,-8.9266,125.4092,71.94,64,91,7.87,TL,1643600586
398,quelimane,-17.8786,36.8883,76.95,94,20,1.99,MZ,1643600880
399,mocuba,-16.8392,36.9856,71.15,98,15,1.3,MZ,1643600883
400,prince george,53.9166,-122.753,33.24,93,100,5.75,CA,1643600643
401,aguilas,37.4063,-1.5829,51.21,33,3,4.09,ES,1643600887
402,hoopstad,-27.8327,25.9083,63.84,90,100,5.14,ZA,1643600891
403,huayang,34.4155,109.9939,25.88,33,1,3.91,CN,1643600894
404,hofn,64.2539,-15.2082,24.48,45,99,12.68,IS,1643600896
405,haines junction,60.7522,-137.5108,3.15,60,50,5.75,CA,1643600898
406,reidsville,36.3549,-79.6645,30.36,74,0,0.0,US,1643600901
407,kondinskoye,59.6481,67.41,-2.31,98,100,3.13,RU,1643600903
408,avera,33.194,-82.5271,48.07,80,0,7.34,US,1643600710
409,katherine,-14.4667,132.2667,91.72,49,63,20.71,AU,1643600907
410,dharchula,29.85,80.5333,56.68,35,0,3.24,IN,1643600910
411,hovd,48.0056,91.6419,-8.25,83,26,2.44,MN,1643600802
412,la ronge,55.1001,-105.2842,10.65,85,100,4.61,CA,1643600914
413,port hedland,-20.3167,118.5667,100.45,39,100,10.36,AU,1643600916
414,manggar,-2.8833,108.2667,86.31,59,100,8.12,ID,1643600919
415,alexandria,31.2156,29.9553,46.36,81,40,4.61,EG,1643600787
416,nizwa,22.9333,57.5333,70.74,35,0,1.74,OM,1643600923
417,pisco,-13.7,-76.2167,69.85,83,99,6.91,PE,1643600925
418,port dover,42.7834,-80.1997,19.96,88,19,3.33,CA,1643600927
419,ouro preto,-20.3948,-43.5052,61.99,96,100,3.06,BR,1643600930
420,nantucket,41.2835,-70.0995,21.31,50,0,11.5,US,1643600932
421,verkhoturye,58.8627,60.8054,5.63,97,100,1.41,RU,1643600934
422,vila,42.0304,-8.1588,38.32,60,0,4.7,PT,1643600937
423,dunedin,-45.8742,170.5036,66.83,74,36,11.95,NZ,1643600857
424,los llanos de aridane,28.6585,-17.9182,58.75,72,40,6.91,ES,1643600941
425,carsamba,41.1989,36.7219,44.35,76,75,2.3,TR,1643600943
426,cavalcante,-13.7975,-47.4583,66.36,95,100,2.37,BR,1643600946
427,ishigaki,24.3448,124.1572,62.73,63,75,19.57,JP,1643600948
428,kyritz,52.9421,12.397,37.99,87,100,6.17,DE,1643600950
429,jacareacanga,-6.2222,-57.7528,70.79,98,100,1.07,BR,1643600953
430,salinopolis,-0.6136,-47.3561,76.57,90,100,6.96,BR,1643600955
431,kamenka,51.3223,42.7678,31.75,97,100,17.72,RU,1643600957
432,colares,38.7992,-9.4469,55.8,43,0,5.01,PT,1643600959
433,avigliana,45.0771,7.3986,49.19,58,13,3.96,IT,1643600962
434,zykovo,55.9519,93.1461,-6.86,83,43,1.92,RU,1643600964
435,mizdah,31.4451,12.9801,41.54,60,0,8.97,LY,1643600966
436,solnechnyy,50.7214,136.6319,3.69,90,96,4.14,RU,1643600973
437,boguchany,58.3814,97.4531,-0.63,97,100,1.21,RU,1643600975
438,deer lake,49.1667,-57.4316,24.66,74,100,21.85,CA,1643600977
439,gallup,35.5281,-108.7426,33.03,56,0,1.99,US,1643600914
440,killybegs,54.6333,-8.45,43.45,69,94,27.83,IE,1643600982
441,suntar,62.1444,117.6319,-6.2,95,80,4.81,RU,1643600984
442,virpur,23.1833,73.4833,67.8,41,0,3.94,IN,1643600986
443,beloha,-25.1667,45.05,74.68,70,12,13.47,MG,1643600989
444,sur,22.5667,59.5289,72.73,59,0,0.25,OM,1643600991
445,palana,59.1167,159.9667,25.45,66,28,22.68,RU,1643600993
446,belaya gora,68.5333,146.4167,-20.52,97,98,2.33,RU,1643600995
447,mehriz,31.5917,54.4318,30.7,30,9,1.74,IR,1643600998
448,barranca,-10.75,-77.7667,69.78,85,100,5.75,PE,1643601000
449,miri,4.4148,114.0089,84.34,74,40,4.61,MY,1643601003
450,coihaique,-45.5752,-72.0662,49.95,62,75,6.91,CL,1643601005
451,skibbereen,51.55,-9.2667,44.4,74,86,17.69,IE,1643601007
452,nyagan,62.1406,65.3936,-2.29,99,100,2.24,RU,1643601010
453,kangaatsiaq,68.3065,-53.4641,-7.44,94,75,13.04,GL,1643601012
454,maputo,-25.9653,32.5892,72.23,95,40,3.44,MZ,1643600900
455,ust-nera,64.5667,143.2,-2.27,99,100,1.61,RU,1643601016
456,provideniya,64.3833,-173.3,10.51,72,0,13.42,RU,1643601019
457,sabha,27.0377,14.4283,43.03,58,0,7.18,LY,1643601021
458,teluk nibung,3.001,99.8164,84.25,70,100,3.71,ID,1643601023
459,dover,39.1582,-75.5244,24.98,71,100,0.0,US,1643600995
460,pati,-6.7559,111.038,87.64,63,91,7.65,ID,1643601028
461,bacolod,10.6667,122.95,85.59,65,20,12.35,PH,1643601030
462,paris,48.8534,2.3488,46.11,86,100,5.01,FR,1643600819
463,srinivaspur,13.3333,78.2167,72.61,65,9,3.56,IN,1643601034
464,high level,58.5169,-117.136,-3.89,84,100,19.57,CA,1643601036
465,mlonggo,-6.5333,110.7,84.09,83,100,8.86,ID,1643601041
466,kinston,35.2627,-77.5816,39.11,69,0,4.61,US,1643601043
467,zhigansk,66.7697,123.3711,-28.37,97,96,0.98,RU,1643601045
468,limerick,52.6647,-8.6231,45.09,78,71,14.97,IE,1643601048
469,pangody,65.85,74.4859,-4.16,99,96,8.16,RU,1643601050
470,bowen,-20.0167,148.2333,77.22,71,8,13.33,AU,1643601052
471,mango,27.9797,-82.3065,50.86,71,0,0.0,US,1643601055
472,pokhara,28.2333,83.9833,55.42,66,96,3.74,NP,1643601057
473,naryan-mar,67.6713,53.087,10.85,94,100,12.44,RU,1643601059
474,ponnani,10.767,75.9252,81.72,61,1,8.39,IN,1643601061
475,castres,43.5833,2.1667,39.25,99,100,8.05,FR,1643601064
476,flinders,-34.5833,150.8552,86.2,71,32,9.33,AU,1643600931
477,hanna,51.6334,-111.9018,35.62,87,100,8.01,CA,1643601068
478,sile,41.1754,29.6133,41.67,57,4,9.22,TR,1643601070
479,usoke,-5.1667,32.35,66.49,97,100,4.81,TZ,1643601073
480,deniliquin,-35.5333,144.9667,91.99,14,0,9.73,AU,1643601075
481,vila franca do campo,37.7167,-25.4333,57.61,80,78,14.16,PT,1643601077
482,bathsheba,13.2167,-59.5167,79.41,73,75,16.11,BB,1643601080
483,russell,32.3502,-85.1999,51.08,81,0,3.44,US,1643601082
484,saint-augustin,51.226,-58.6502,7.75,86,59,14.61,CA,1643601084
485,petropavlovsk-kamchatskiy,53.0452,158.6483,23.59,93,100,4.47,RU,1643601086
486,vila do maio,15.1333,-23.2167,70.59,76,100,17.56,CV,1643601089
487,bereda,43.2686,-7.5406,40.41,88,93,6.29,ES,1643601091
488,yaan,7.3833,8.5667,74.71,15,93,10.89,NG,1643601093
489,askiz,53.1319,90.5264,-2.16,94,56,0.49,RU,1643601096
490,sola,-13.8833,167.55,88.47,74,75,4.61,VU,1643601098
491,maceio,-9.6658,-35.7353,78.24,94,40,3.44,BR,1643600997
492,caxito,-8.5785,13.6643,73.04,97,100,2.37,AO,1643601102
493,maroantsetra,-15.4333,49.7333,77.56,81,41,6.49,MG,1643601105
494,wainwright,52.839,-110.8572,29.48,90,100,6.62,CA,1643601109
495,berdigestyakh,62.0989,126.6992,-10.17,95,100,6.62,RU,1643601111
496,comodoro rivadavia,-45.8667,-67.5,62.46,22,0,20.71,AR,1643601114
497,popova,42.9603,131.7228,15.89,61,2,14.0,RU,1643601116
498,el alto,-4.2714,-81.2147,70.52,76,100,8.23,PE,1643601118
499,atbasar,51.8,68.3333,14.02,95,95,11.48,KZ,1643601123
500,jacala,21.0167,-99.1833,46.78,96,48,2.17,MX,1643601125
501,xai-xai,-25.0519,33.6442,75.61,74,92,4.29,MZ,1643601127
502,taree,-31.9,152.4667,86.11,65,44,10.36,AU,1643601129
503,bykovo,55.6361,38.0803,28.42,93,75,11.18,RU,1643601132
504,vestmannaeyjar,63.4427,-20.2734,32.85,64,100,30.76,IS,1643601134
505,pochutla,15.7432,-96.4661,76.82,81,3,3.15,MX,1643601138
506,paamiut,61.994,-49.6678,26.33,97,100,5.55,GL,1643601141
507,taber,49.8167,-112.1518,44.8,53,99,21.85,CA,1643601143
508,bajil,15.0584,43.2851,73.08,75,8,1.23,YE,1643601145
509,kieta,-6.2167,155.6333,85.69,70,100,8.05,PG,1643601147
510,safford,32.834,-109.7076,55.11,44,1,5.08,US,1643601150
511,iguatemi,-23.6803,-54.5611,77.16,89,0,4.09,BR,1643601152
512,dwarka,22.2394,68.9678,72.77,75,0,8.66,IN,1643601154
513,egvekinot,66.3167,-179.1667,0.19,67,44,9.13,RU,1643601157
514,nizhnyaya tavda,57.6731,66.1725,5.05,97,100,2.53,RU,1643601159
515,ahuimanu,21.4447,-157.8378,78.51,66,40,1.01,US,1643601161
516,grand gaube,-20.0064,57.6608,82.38,75,73,5.01,MU,1643601129
517,marsaxlokk,35.8419,14.5431,57.07,87,75,14.97,MT,1643601166
518,puerto escondido,15.85,-97.0667,76.46,81,4,3.74,MX,1643601168
519,loanda,-8.8368,13.2343,75.94,88,97,7.36,AO,1643601170
520,lamu,-2.2717,40.902,77.22,83,84,10.2,KE,1643601173
521,moranbah,-22.0016,148.0466,90.86,41,83,14.72,AU,1643601175
522,hami,42.8,93.45,26.08,35,91,4.52,CN,1643601052
523,iskateley,67.6803,53.1512,10.8,94,100,12.5,RU,1643601181
524,rocha,-34.4833,-54.3333,65.66,89,2,7.94,UY,1643601184
525,olinda,-8.0089,-34.8553,82.13,74,40,8.05,BR,1643601186
526,masunga,-20.6246,27.4488,63.68,83,82,12.01,BW,1643601188
527,sao desiderio,-12.3633,-44.9733,68.31,96,100,1.72,BR,1643601191
528,salalah,17.0151,54.0924,69.67,47,2,3.29,OM,1643601193
529,mecca,21.4267,39.8261,66.33,65,99,3.04,SA,1643601195
530,kuldur,49.2167,131.6333,7.88,78,23,3.91,RU,1643601198
531,minsk,53.9,27.5667,31.75,93,100,15.48,BY,1643601044
532,cayenne,4.9333,-52.3333,79.09,89,75,3.0,GF,1643601206
533,san fernando,15.0286,120.6898,89.62,48,66,11.1,PH,1643601079
534,tocopilla,-22.092,-70.1979,66.74,72,17,0.38,CL,1643601210
535,camopi,3.1655,-52.3158,69.73,99,85,1.81,GF,1643601213
536,ust-ishim,57.6935,71.1665,9.05,96,100,4.5,RU,1643601215
537,mantua,45.1667,10.7833,38.44,82,28,4.74,IT,1643601217
538,wagga wagga,-35.1167,147.3667,92.79,51,40,5.75,AU,1643601224
